"label_panel","FL_ppm","alpha_label","alpha","deltaH_permil","deltaH_ppm","generation_time_years","mu_day","detectable_fraction","incubation_time_days","TG_error_years"
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,14.0252793202108,0.000135400752315895,0.572209670979215,6271.17703835093,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,14.3525217504549,0.000132313568612911,0.572209670979215,6417.49820370295,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,14.6873995087168,0.000129296773759715,0.572209670979215,6567.2333826124,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,15.0300907449813,0.000126348762866333,0.572209670979215,6720.46223196652,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,15.3807777658872,0.000123467967634833,0.572209670979215,6877.26626723326,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,15.7396471317115,0.000120652855525016,0.572209670979215,7037.72890582627,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,16.1068897556172,0.000117901928939125,0.572209670979215,7201.93551148174,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,16.4827010052161,0.00011521372442515,0.572209670979215,7369.9734396706,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,16.8672808065011,0.000112586811898286,0.572209670979215,7541.93208407041,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,17.2608337502043,0.000110019793880155,0.572209670979215,7717.90292412138,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,17.663569200636,0.000107511304755368,0.572209670979215,7897.97957369212,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,18.0757014070635,0.000105060010045033,0.572209670979215,8082.25783088082,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,18.4974496176885,0.000102664605696838,0.572209670979215,8270.83572897838,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,18.9290381962836,0.000100323817391311,0.572209670979215,8463.81358862073,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,19.3706967415511,9.8036399863903e-05,0.572209670979215,8661.29407115785,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,19.8226602092656,9.58011362425239e-05,0.572209670979215,8863.3822332681,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,20.285169037267,9.36168374001861e-05,0.572209670979215,9070.18558284683,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,20.75846927337,9.14823413224059e-05,0.572209670979215,9281.81413619895,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,21.2428127062581,8.93965124890294e-05,0.572209670979215,9498.38047656598,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,21.7384569994308,8.73582412701526e-05,0.572209670979215,9719.9998140187,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,22.2456658282773,8.53664433358149e-05,0.572209670979215,9946.7900467471,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,22.7647090203479,8.34200590791513e-05,0.572209670979215,10178.8718237806,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,23.2958626988977,8.15180530526981e-05,0.572209670979215,10416.3686091713,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,23.8394094297805,7.96594134175493e-05,0.572209670979215,10659.4067476753,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,24.3956383717698,7.7843151405074e-05,0.572209670979215,10908.1155319662,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,24.9648454303864,7.6068300790906e-05,0.572209670979215,11162.6272714165,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,25.5473334153162,7.43339173809269e-05,0.572209670979215,11423.0773624848,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,26.1434122015003,7.26390785089687e-05,0.572209670979215,11689.6043607442,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,26.7533988939837,7.09828825459692e-05,0.572209670979215,11962.3500545922,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,27.3776179966108,6.9364448420319e-05,0.572209670979215,12241.4595406795,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,28.0164015846564,6.77829151491442e-05,0.572209670979215,12527.0813010999,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,28.6700894814846,6.62374413802763e-05,0.572209670979215,12819.3672823801,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,29.3390294393303,6.47272049446657e-05,0.572209670979215,13118.4729763132,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,30.0235773242978,6.32514024189996e-05,0.572209670979215,13424.557502678,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,30.7240973056764,6.18092486982931e-05,0.572209670979215,13737.7836938881,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,31.4409620496731,6.03999765782248e-05,0.572209670979215,14058.3181816168,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,32.1745529176653,5.90228363469956e-05,0.572209670979215,14386.3314854422,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,32.9252601690797,5.76770953864931e-05,0.572209670979215,14721.9981035614,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,33.6934831690039,5.636203778255e-05,0.572209670979215,15065.4966056209,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,34.4796306006436,5.50769639440877e-05,0.572209670979215,15417.0097277127,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,35.2841206827351,5.38211902309451e-05,0.572209670979215,15776.7244695877,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,36.107381392032,5.25940485901916e-05,0.572209670979215,16144.8321941361,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,36.9498506909821,5.13948862007332e-05,0.572209670979215,16521.5287291904,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,37.8119767607175,5.02230651260211e-05,0.572209670979215,16907.0144717023,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,38.6942182394793,4.90779619746794e-05,0.572209670979215,17301.494494351,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,39.5970444666072,4.79589675688698e-05,0.572209670979215,17705.1786546391,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,40.5209357322209,4.68654866202179e-05,0.572209670979215,18118.2817065335,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,41.466383532727,4.57969374131293e-05,0.572209670979215,18541.023414711,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,42.4338908322877,4.47527514953247e-05,0.572209670979215,18973.6286714704,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,43.4239723303909,4.37323733754327e-05,0.572209670979215,19416.3276163715,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,44.4371547356619,4.27352602274756e-05,0.572209670979215,19869.355758666,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,45.473977046065,4.17608816020951e-05,0.572209670979215,20332.9541025849,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,46.5349908356423,4.08087191443603e-05,0.572209670979215,20807.3692755493,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,47.620760547943,3.98782663180112e-05,0.572209670979215,21292.8536593722,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,48.7318637962985,3.89690281359884e-05,0.572209670979215,21789.6655245223,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,49.8688916711048,3.80805208971078e-05,0.572209670979215,22298.0691675196,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,51.0324490542733,3.72122719287385e-05,0.572209670979215,22818.3350515376,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,52.2231549410189,3.63638193353482e-05,0.572209670979215,23350.7399502856,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,53.4416427691569,3.55347117527815e-05,0.572209670979215,23895.5670952479,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,54.6885607560816,3.47245081081408e-05,0.572209670979215,24453.106326359,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,55.9645722436092,3.39327773851424e-05,0.572209670979215,25023.6542461943,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,57.2703560508648,3.31590983948219e-05,0.572209670979215,25607.5143777577,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,58.6066068354051,3.24030595514681e-05,0.572209670979215,26204.9973259519,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,59.9740354627652,3.16642586536656e-05,0.572209670979215,26816.4209428154,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,61.3733693846285,3.09423026703295e-05,0.572209670979215,27442.1104966149,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,62.8053530258208,3.02368075316187e-05,0.572209670979215,28082.3988448832,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,64.2707481803323,2.95473979246167e-05,0.572209670979215,28737.6266114946,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,65.7703344165814,2.88737070936702e-05,0.572209670979215,29408.1423678718,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,67.3049094921332,2.82153766452814e-05,0.572209670979215,30094.3028184204,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,68.8752897780947,2.75720563574468e-05,0.572209670979215,30796.4729902907,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,70.4823106934122,2.69434039933456e-05,0.572209670979215,31515.0264275663,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,72.1268271493015,2.63290851192738e-05,0.572209670979215,32250.3453899846,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,73.8097140040481,2.5728772926731e-05,0.572209670979215,33002.8210562924,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,75.5318665284188,2.51421480585628e-05,0.572209670979215,33772.8537323482,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,77.2942008819323,2.45688984390679e-05,0.572209670979215,34560.8530640781,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,79.0976546002428,2.40087191079782e-05,0.572209670979215,35367.2382554018,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,80.9431870938945,2.34613120582245e-05,0.572209670979215,36192.4382912429,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,82.831780158714,2.29263860774013e-05,0.572209670979215,37036.8921657421,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,84.7644384981113,2.24036565928461e-05,0.572209670979215,37901.0491157958,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,86.7421902575664,2.18928455202509e-05,0.572209670979215,38785.3688600436,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,88.7660875715882,2.13936811157254e-05,0.572209670979215,39690.3218434315,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,90.8372071234338,2.09058978312336e-05,0.572209670979215,40616.3894874818,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,92.9566507178884,2.04292361733259e-05,0.572209670979215,41564.0644464019,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,95.1255458674086,1.99634425650928e-05,0.572209670979215,42533.8508691693,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,97.3450463919427,1.95082692112651e-05,0.572209670979215,43526.2646677315,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,99.6163330327454,1.90634739663913e-05,0.572209670979215,44541.833791463,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,101.940614080515,1.86288202060193e-05,0.572209670979215,45581.0985080267,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,104.319126018185,1.82040767008157e-05,0.572209670979215,46644.6116907887,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,106.753134178717,1.77890174935558e-05,0.572209670979215,47732.9391129377,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,109.243933418236,1.7383421778917e-05,0.572209670979215,48846.659748469,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,111.792848804875,1.69870737860139e-05,0.572209670979215,49986.3660801897,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,114.401236323696,1.65997626636117e-05,0.572209670979215,51152.6644149101,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,117.070483598048,1.62212823679561e-05,0.572209670979215,52346.175205991,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,119.802010627764,1.58514315531614e-05,0.572209670979215,53567.5333834147,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,122.597270544582,1.5490013464097e-05,0.572209670979215,54817.3886915588,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,125.457750385185,1.51368358317172e-05,0.572209670979215,56096.4060348505,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,128.384971882289,1.47917107707767e-05,0.572209670979215,57405.2658314857,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,131.380492274174,1.4454454679878e-05,0.572209670979215,58744.6643754015,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,134.445905133119,1.4124888143799e-05,0.572209670979215,60115.3142066941,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,137.582841213153,1.38028358380461e-05,0.572209670979215,61517.9444906797,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,140.792969317596,1.34881264355845e-05,0.572209670979215,62953.3014057994,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,144.077997186836,1.31805925156948e-05,0.572209670979215,64422.1485405752,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,147.439672406821,1.28800704749074e-05,0.572209670979215,65925.2672998275,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,150.879783338749,1.2586400439968e-05,0.572209670979215,67463.4573203712,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,154.40016007045,1.22994261827878e-05,0.572209670979215,69037.5368964102,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,158.002675389964,1.20189950373317e-05,0.572209670979215,70648.343414858,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,161.68924578184,1.1744957818403e-05,0.572209670979215,72296.7338008149,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,165.461832446673,1.14771687422787e-05,0.572209670979215,73983.5849734397,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,169.322442344435,1.12154853491548e-05,0.572209670979215,75709.7943124572,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,173.27312926215,1.09597684273596e-05,0.572209670979215,77476.2801355514,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,177.315994906475,1.07098819392957e-05,0.572209670979215,79283.9821868963,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,181.453190021779,1.04656929490696e-05,0.572209670979215,81133.862137086,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,185.686915534304,1.02270715517717e-05,0.572209670979215,83026.9040947294,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,190.019423723029,9.99389080436918e-06,0.572209670979215,84964.1151299812,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,194.453019417847,9.76602665817396e-06,0.572209670979215,86946.5258102881,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,198.990061225698,9.54335789285068e-06,0.572209670979215,88975.1907486353,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,203.632962785319,9.32576605192932e-06,0.572209670979215,91051.1891645853,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,208.384194051254,9.11313537978807e-06,0.572209670979215,93175.6254584062,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,213.246282607845,8.90535276007314e-06,0.572209670979215,95349.6297985966,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,218.221815013859,8.70230765552245e-06,0.572209670979215,97574.358723118,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,223.313438178505,8.50389204916153e-06,0.572209670979215,99850.9957546563,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,228.523860769546,8.31000038684005e-06,0.572209670979215,102180.752030238,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,233.855854654276,8.1205295210786e-06,0.572209670979215,104564.866945536,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,239.312256374104,7.93537865619576e-06,0.572209670979215,107004.608814213,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,244.895968653559,7.75444929468629e-06,0.572209670979215,109501.275542641,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,250.609961944494,7.57764518482196e-06,0.572209670979215,112056.195320372,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,256.457276006319,7.40487226944701e-06,0.572209670979215,114670.727326711,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,262.441021523112,7.23603863594118e-06,0.572209670979215,117346.262453785,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,268.564381758455,7.07105446732354e-06,0.572209670979215,120084.224046472,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,274.830614248884,6.90983199447121e-06,0.572209670979215,122886.068659599,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,281.243052536845,6.75228544942749e-06,0.572209670979215,125753.286832813,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,287.805107944098,6.59833101977457e-06,0.572209670979215,128687.403883519,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,294.520271386481,6.44788680404658e-06,0.572209670979215,131689.980718332,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,301.392115231029,6.30087276815926e-06,0.572209670979215,134762.614663452,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,308.424295196421,6.15721070283295e-06,0.572209670979215,137906.940314419,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,315.620552297764,6.01682418198646e-06,0.572209670979215,141124.630405694,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,322.984714836763,5.87963852207954e-06,0.572209670979215,144417.396700531,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,330.520700438317,5.74558074238233e-06,0.572209670979215,147786.990901603,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,338.232518134635,5.61457952615068e-06,0.572209670979215,151235.20558289,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,346.124270497987,5.48656518268676e-06,0.572209670979215,154763.875143295,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,354.200155823209,5.36146961026457e-06,0.572209670979215,158374.876782521,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,362.464470361129,5.23922625990093e-06,0.572209670979215,162070.131499711,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,370.921610604118,5.11977009995229e-06,0.572209670979215,165851.605115393,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,379.576075624948,5.00303758151899e-06,0.572209670979215,169721.309317265,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,388.43246947024,4.88896660463809e-06,0.572209670979215,173681.302730383,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,397.495503609744,4.77749648524718e-06,0.572209670979215,177733.692012324,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,406.769999442772,4.66856792290131e-06,0.572209670979215,181880.632973889,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,416.26089086311,4.56212296922609e-06,0.572209670979215,186124.331725965,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,425.973226883778,4.45810499708997e-06,0.572209670979215,190467.045853148,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,435.912174323026,4.35645867047948e-06,0.572209670979215,194911.085614736,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,446.083020553011,4.25712991506126e-06,0.572209670979215,199458.815173759,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,456.491176312592,4.16006588941537e-06,0.572209670979215,204112.653854676,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,467.142178585769,4.06521495692438e-06,0.572209670979215,208875.07743042,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,478.041693547274,3.97252665830353e-06,0.572209670979215,213748.619439473,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,489.195519576891,3.88195168475705e-06,0.572209670979215,218735.87253367,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,500.609590344107,3.79344185174671e-06,0.572209670979215,223839.48985745,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,512.289977964739,3.7069500733583e-06,0.572209670979215,229062.186459292,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,524.242896231207,3.62243033725264e-06,0.572209670979215,234406.740736078,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,536.47470391818,3.5398376801877e-06,0.572209670979215,239875.995911163,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,548.991908165347,3.45912816409883e-06,0.572209670979215,245472.86154692,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,561.801167939124,3.38025885272436e-06,0.572209670979215,251200.315092592,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,574.909297575119,3.30318778876415e-06,0.572209670979215,257061.403468245,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,588.32327040326,3.22787397155893e-06,0.572209670979215,263059.244685688,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,602.050222457504,3.15427733527855e-06,0.572209670979215,269197.029507204,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,616.097456272097,3.08235872760755e-06,0.572209670979215,275478.023142994,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,630.472444766418,3.01207988891676e-06,0.572209670979215,281905.566988217,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,645.182835220459,2.94340343190967e-06,0.572209670979215,288483.080400561,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,660.236453343063,2.87629282173301e-06,0.572209670979215,295214.062519294,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,675.641307435086,2.8107123565407e-06,0.572209670979215,302102.094126752,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,691.405592649694,2.74662714850106e-06,0.572209670979215,309150.839553262,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,707.537695352061,2.68400310523693e-06,0.572209670979215,316364.048626512,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,724.046197580794,2.62280691168909e-06,0.572209670979215,323745.558666402,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,740.939881613445,2.56300601239312e-06,0.572209670979215,331299.296526442,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,758.227734638557,2.50456859416039e-06,0.572209670979215,339029.280682781,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,775.918953536709,2.4474635691539e-06,0.572209670979215,346939.623371976,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,794.022949773126,2.39166055835e-06,0.572209670979215,355034.532778636,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,812.549354404435,2.33712987537726e-06,0.572209670979215,363318.315274122,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,831.508023202239,2.28384251072371e-06,0.572209670979215,371795.377707463,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,850.909041896251,2.23177011630422e-06,0.572209670979215,380470.229749745,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,870.762731539745,2.18088499037976e-06,0.572209670979215,389347.486293179,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,891.079654000207,2.13116006282046e-06,0.572209670979215,398431.86990616,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,911.870617578085,2.08256888070471e-06,0.572209670979215,407728.213345602,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,933.146682756653,2.03508559424665e-06,0.572209670979215,417241.462127893,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,954.919168086014,1.98868494304437e-06,0.572209670979215,426976.677159837,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,977.199656204408,1.94334224264184e-06,0.572209670979215,436939.037430978,NA
"0.37 at% ²H",3700,"0.76",0.76,10000,1554.69367605053,1000,1.89903337139711e-06,0.572209670979215,447133.842768749,NA
"1 at% ²H",10000,"0.56",0.56,10,1.55711246481141,0.001,1.89903337139711,0.000282854217041128,0.0001489674863544,NA
"1 at% ²H",10000,"0.56",0.56,10,1.55711246481141,0.00102333232891644,1.85573475764995,0.000282854217041128,0.000152443244743876,NA
"1 at% ²H",10000,"0.56",0.56,10,1.55711246481141,0.00104720905540554,1.81342336718211,0.000282854217041128,0.000156000100671329,NA
"1 at% ²H",10000,"0.56",0.56,10,1.55711246481141,0.00107164288153054,1.7720766909634,0.000282854217041128,0.00015963994633119,NA
"1 at% ²H",10000,"0.56",0.56,10,1.55711246481141,0.00109664680572337,1.73167273317728,0.000282854217041128,0.000163364718067191,NA
"1 at% ²H",10000,"0.56",0.56,10,1.55711246481141,0.00112223412969966,1.69218999951938,0.000282854217041128,0.000167176397402476,NA
"1 at% ²H",10000,"0.56",0.56,10,1.55711246481141,0.00114841846553507,1.65360748576288,0.000282854217041128,0.000171077012093736,NA
"1 at% ²H",10000,"0.56",0.56,10,1.55711246481141,0.00117521374290665,1.61590466658452,0.000282854217041128,0.000175068637209949,NA
"1 at% ²H",10000,"0.56",0.56,10,1.55711246481141,0.00120263421650326,1.57906148464549,0.000282854217041128,0.000179153396236284,NA
"1 at% ²H",10000,"0.56",0.56,10,1.55711246481141,0.00123069447360888,1.5430583399212,0.000282854217041128,0.000183333462203766,NA
